ScanID,bounding_box_center_x,bounding_box_center_y,bounding_box_center_z,volume,max_slope
37_3_0,-84.12098171,47.72224863,66.44058491,137.4529207,0.01011686
37_4_0,98.49447729,57.99781347,61.11422546,335.8455599,0.014154807
37_5_0,-103.4947239,67.91904848,71.76694436,266.1034376,0.01679635
37_6_0,-88.06748475,65.43873973,77.75909875,317.5636443,0.009426788
37_7_0,-94.16662582,50.20255739,78.42489368,457.047889,0.01692684
38_1_0,-119.1369696,46.49559168,47.14646912,114.5256672,0.016453862
38_2_0,-117.6898402,46.85737404,77.14646912,196.9841475,0.018501163
4_1_0,50.15473721,-1.84245417,3.270846189,179.7504087,0.006887555
42_1_0,-69.70600603,-20.06594109,17.74184474,138.867494,0.00346458
44_1_0,-94.63455431,35.82003599,-20.71613038,162.9903807,0.01136893
44_2_0,85.69812017,46.10660881,-7.422889803,155.5817271,0.013055325
44_3_0,75.34238243,15.24689035,-1.440931546,222.9331241,0.005144447
44_4_0,-98.91968717,0.703804633,13.18163308,101.0270955,0.004401892
45_1_0,-121.5776255,59.68692003,-3.89474624,692.1145193,0.030050129
45_2_0,23.7680475,6.465454222,13.52934862,252.3334185,0.009418249
45_3_0,-103.8705384,61.87410356,67.81210569,1031.683205,0.026584238
49_1_0,99.71222593,-21.21196383,7.082999128,243.6696497,0.008986399
49_2_0,-57.39236956,-64.34327704,12.10331385,556.4209012,0.015345678
49_3_0,109.9735621,66.81833935,74.85724794,108.6465191,0.010095432
49_4_0,118.4657024,68.23248076,67.95431519,303.9590476,0.014655411
5_1_0,-119.6959025,-82.2197172,-19.085747,1468.208923,0.0091694
5_2_0,-89.25938593,-39.50892059,-24.41917687,631.4572611,0.014641672
5_3_0,-114.9287372,-73.53277552,2.247972499,8104.881371,0.010697544
5_4_0,-123.7296577,-32.99371433,6.248044904,1485.198805,0.011160538
5_5_0,-104.2942917,-2.589418433,-3.085457376,6237.410233,0.008967325
5_6_0,-81.55858054,-73.89473142,31.58183681,526.6863254,0.00821887
5_7_0,-88.89268091,-61.2262748,33.58187301,411.2967138,0.008215457
5_8_0,-109.428162,65.09633552,42.91537529,903.2953646,0.026828691
5_9_0,-95.86007627,60.02895287,49.58216263,242.1058109,0.033998996
50_1_0,133.6249403,-62.931704,-28.66400813,585.2663905,0.010845214
50_2_0,112.441501,11.8415911,28.9982391,243.3129938,0.01189822
50_3_0,102.7788795,47.39555985,37.71462531,214.8168774,0.02066338
51_1_0,-78.091518,-48.6891564,27.1251289,2268.561337,0.006598592
51_2_0,85.25758123,-60.00380911,18.27647548,2209.012394,0.004667401
51_3_0,-74.90249003,12.12710193,64.4158826,1015.499532,0.021493286
51_4_0,110.769805,59.50721017,78.3209094,306.6137077,0.01498723
52_1_0,74.71791014,3.172067446,-13.00307349,455.9755744,0.007618278
52_2_0,-79.48413105,69.98368352,47.82416807,227.9877872,0.011932388
53_1_0,-104.5707366,45.03834332,-5.870918007,933.7043824,0.0155375
53_2_0,-121.943836,59.19151917,6.129465555,108.3933804,0.024713561
53_3_0,-103.1525244,56.360884,45.28861192,257.988923,0.03678851
53_4_0,-89.67950847,48.93046668,33.91982749,977.4420622,0.027720362
54_1_0,36.667795,-5.138640596,-32.52279893,408.5063668,0.005132288
54_10_0,123.5169969,55.7165733,39.55463542,160.4364939,0.011405021
54_11_0,130.7243996,61.11792364,38.25594291,287.8419449,0.013667852
54_12_0,131.80551,70.48026424,38.90528916,258.1814166,0.021111012
54_13_0,129.282919,87.76458535,40.85332793,169.8739347,0.022503644
54_2_0,55.40704189,-10.53999094,-5.250256202,130.7759656,0.005390897
54_3_0,-128.7420958,62.91837376,17.47686274,428.0553513,0.01929447
54_4_0,-134.1476478,53.19594314,25.91836406,419.2920134,0.015957817
54_5_0,135.0488412,51.035403,22.02228652,390.979691,0.011027962
54_6_0,130.3640294,62.19819371,22.67163278,412.5509843,0.007469878
54_7_0,-132.7061673,60.3977436,31.76248035,246.0475641,0.020986661
54_8_0,-129.1024659,75.52152456,32.41182661,96.39671691,0.030505136
54_9_0,130.0036593,77.6820647,27.21705657,246.7216671,0.012569249
55_1_0,107.8828425,60.64518159,-6.146650469,627.6228862,0.03339918
55_2_0,-41.27265415,-56.78223212,-9.853799169,161.2098685,0.009296954
55_3_0,71.95487612,1.386146188,16.09624174,355.2877685,0.00760369
55_4_0,-75.74898549,-21.15410041,11.6476633,323.9848814,0.006466061
55_5_0,-99.70096304,46.10308701,58.35773693,670.664356,0.029108122
56_1_0,77.29656582,62.7389971,3.973496873,1010.288167,0.022665173
56_2_0,46.22374494,17.84000713,39.38830688,135.809229,0.00622955
56_3_0,-100.2113879,3.698592961,51.84907336,250.4189687,0.012557447
57_1_0,-40.79093939,-24.90801428,22.16313515,135.380691,0.010287017
57_2_0,-111.4674734,59.01503896,70.58760349,1051.14548,0.023055792
58_1_0,-101.3672481,-30.61244686,51.85054593,2163.35337,0.004741997
59_1_0,-63.4042511,20.56819473,-19.4623006,133.7578356,0.007046431
59_2_0,84.75496488,-2.826104581,7.032912346,208.3239853,0.006433785
59_3_0,91.62087976,8.314037947,8.465086019,182.1873967,0.006851822
59_4_0,77.52768605,-11.36688052,14.19378071,237.5354666,0.00641194
59_5_0,-104.9611044,61.415384,81.50594333,1029.320355,0.021098286
6_1_0,127.1687915,66.62752944,-40.26768341,113.3059553,0.013751596
6_2_0,-114.2958554,-16.30684015,-34.89007431,142.6562931,0.015028715
6_3_0,106.3102056,58.3699948,-5.313224253,115.3536532,0.019002348
6_4_0,-101.5685827,80.27041275,28.29683263,298.28134,0.028586432
6_5_0,-97.67969376,61.60120401,41.06865424,649.8028277,0.040337116
6_6_0,121.8657612,67.34557593,70.6455043,1049.786501,0.02128014
60_1_0,-83.58171527,-47.88188749,-51.25654808,283.9447452,0.007120758
60_10_0,-91.05158612,-37.61490623,-2.240596904,212.4712396,0.008725509
60_11_0,36.6476345,-51.06819202,-6.110277259,300.8384829,0.010777742
60_12_0,61.90291212,-29.82616183,17.10780488,280.6959495,0.013409674
60_2_0,85.73535719,-43.98751529,-53.83633498,371.0124703,0.010272637
60_3_0,66.52711788,-10.00026698,-54.48128171,374.261266,0.01110962
60_4_0,-89.62875357,-22.7454851,-42.87224064,1844.666205,0.007593438
60_5_0,-97.45433255,21.86277831,-46.74192099,747.2230138,0.008290485
60_6_0,-62.23922715,-8.938165471,-44.80708082,471.7251374,0.011456013
60_7_0,82.53398398,-52.13029353,-48.67676117,171.5364136,0.007137328
60_8_0,-74.68901189,-24.86968812,-20.94405196,837.5395346,0.010838404
60_9_0,-68.99768172,-31.24229718,-28.03846594,238.4616053,0.008824676
62_1_0,109.5131797,2.190419614,24.42399597,181.8564438,0.009804979
62_2_0,138.1495434,83.85708642,51.29899597,684.3051753,0.02368486
63_1_0,-80.32900897,-12.31210347,33.58550928,356.3595354,0.003775522
64_1_0,-75.81530585,15.31118949,-15.12637135,269.39172,0.007511735
64_2_0,-78.42365006,13.85320486,12.11134499,132.7987352,0.007432789
64_3_0,100.4342386,3.64731244,26.77780764,266.3563203,0.007287771
64_4_0,99.31637681,15.67568565,24.68259869,100.9270387,0.006389648
65_1_0,35.694258,14.85002356,-18.87329862,237.780409,0.014765412
66_1_0,-84.87880134,-23.98620307,-3.413754254,243.9196622,0.01025337
66_2_0,-97.46951838,27.88498941,8.270360511,348.1702576,0.01429075
66_3_0,-82.36065793,19.65714508,18.6562403,198.477095,0.012923867
66_4_0,48.94253408,-9.676908596,21.25271025,127.640152,0.006711096
66_5_0,45.70492112,-2.522261357,32.28770753,626.8401183,0.012577355
66_6_0,69.08768134,3.916921157,34.23505999,50.78875159,0.010837555
67_1_0,-66.6689019,-2.129626707,-39.09289939,785.9680125,0.023053199
67_2_0,-104.9636887,26.53937999,-35.37879886,160.5827869,0.02423504
67_3_0,88.69851864,9.784765686,-35.37879886,213.8413997,0.011802077
67_4_0,-91.46933522,-12.18239529,1.76220643,130.7256858,0.017772764
67_5_0,62.80394855,-19.25656577,-1.951894099,71.81843235,0.013270378
67_6_0,79.58071227,1.965945678,-2.694714205,183.9842986,0.016860604
67_7_0,95.62805148,52.60211335,48.55987309,208.1927589,0.027353287
68_1_0,-66.69218374,-18.14268488,-77.79979735,5576.784016,0.004873231
68_2_0,-34.90438281,-14.60733134,-41.06977359,98.72173201,0.009077325
69_1_0,-67.25134234,-6.233252893,25.21579175,428.8176863,0.014060944
69_2_0,-58.84318681,0.923257917,56.2369912,140.422693,0.006924659
7_1_0,-142.2522556,47.04841275,-61.01109137,616.4834355,0.002990723
7_2_0,-127.6940819,43.74092781,-43.55225834,339.1377408,0.018912047
7_3_0,-135.7010774,22.42602486,-24.07894458,1038.250075,0.015607566
7_4_0,122.7065069,45.21092112,0.094824226,627.9796301,0.017293096
7_5_0,130.3495481,63.58583746,8.152747162,755.8747951,0.027726412
7_6_0,128.1658221,55.13337594,19.56813799,460.5662962,0.020370603
7_7_0,130.3495481,62.48334248,24.94008661,550.3803166,0.01069501
7_8_0,129.9855938,79.75576383,22.2541123,362.8486421,0.02118498
7_9_0,130.3495481,86.73823204,47.77086826,1053.33883,0.012221903
72_1_0,30.56902155,8.40647018,50.62166378,131.8373187,0.009389386
73_1_0,94.11482723,-10.43568858,35.37643552,499.129873,0.033620864
73_10_0,-117.1626913,57.2816034,113.6767683,453.4867283,0.018278271
73_2_0,-67.0952457,-71.23562277,40.35918397,401.9541455,0.00833714
73_3_0,100.506416,-32.27997631,52.46014449,117.0525808,0.010584205
73_4_0,-74.90718756,30.70438666,68.83203226,215.7006678,0.011205763
73_5_0,-101.1837193,28.51995788,85.20392003,707.4687433,0.021360308
73_6_0,-103.6693371,-4.974616642,89.47484727,521.2152656,0.008236826
73_7_0,-120.0033974,55.46124609,97.30488055,154.5977483,0.015469909
73_8_0,-103.3142489,59.83010363,95.88123813,306.9869573,0.013779432
73_9_0,-107.9303963,35.43731566,100.1521654,628.6975097,0.01952082
74_1_0,98.5273079,-8.330958535,33.0318104,1768.232333,0.024846807
74_2_0,114.887214,20.4566452,31.75541479,456.9009095,0.015337288
74_3_0,109.1968119,5.174337043,27.28803015,145.8469005,0.014136776
74_4_0,-112.7288707,37.16056341,52.81594236,313.6353701,0.02460663
75_1_0,46.01320672,-38.13083798,21.21114349,477.2249362,0.00729546
75_2_0,81.20867744,-37.41256306,16.83614349,368.2370791,0.00874494
75_3_0,-73.93870366,-47.46841184,55.58614349,390.8085288,0.021209165
76_1_0,55.44329497,-48.44257226,4.557863228,238.009954,0.003499121
76_2_0,-67.47502029,-49.15137061,23.4310426,107.4670984,0.006571353
76_3_0,54.7286536,-27.1786216,33.19303193,371.1900391,0.011428863
77_1_0,-131.7116823,68.99567133,6.532196951,93.90460158,0.01115641
77_10_0,-116.25538,65.71793791,52.62741298,876.9136478,0.020038381
77_11_0,111.5410749,64.98955271,65.13897161,1117.676574,0.015626043
77_12_0,-102.6391137,62.8043971,83.57705802,169.4519126,0.023373798
77_2_0,-87.18281146,-0.565115674,14.43423398,257.0020675,0.008915335
77_3_0,-98.59103457,31.48383331,20.36076176,163.0974659,0.019988805
77_4_0,-108.1592217,42.40961138,22.9947741,207.578593,0.027703658
77_5_0,-113.3113224,43.50218918,33.53082348,102.3771972,0.015202716
77_6_0,-111.4712865,50.05765602,39.45735125,122.8526367,0.015713766
77_7_0,-112.9433153,58.06989327,41.43286051,163.8035155,0.020734996
77_8_0,-116.6233872,63.1685897,40.77435743,117.2042396,0.023853734
77_9_0,-112.9433153,52.24281163,50.65190372,351.6127187,0.030791476
78_1_0,98.7235344,-25.29810113,-3.368920877,224.6950263,0.010356873
78_2_0,117.5871617,1.570585787,64.36940885,249.3725148,0.020874053
78_3_0,-114.1151287,51.06553537,80.4975826,656.5510741,0.019573689
78_4_0,133.9593666,55.30795962,76.6268209,703.3084206,0.019500434
78_5_0,-110.9118713,51.06553537,88.88423294,2443.071356,0.011391729
79_1_0,-79.74155456,-9.208293022,-67.93247986,146.80619,0.008026943
79_2_0,58.47394418,5.472627828,-38.55747986,271.8158278,0.007883117
79_3_0,48.08987821,-36.42170728,-11.68247986,573.1211085,0.007022217
79_4_0,48.08987821,-22.45692891,-14.80747986,514.7832776,0.01012376
79_5_0,119.7041263,73.14809224,17.69252014,702.6182718,0.023218185
79_6_0,-92.63211921,72.43194975,27.06752014,755.1864271,0.02652879
79_7_0,-98.00318781,84.60637192,30.19252014,1057.132783,0.03146258
8_1_0,100.6550943,6.555820288,8.67600391,238.6453288,0.008423194
8_2_0,-68.85024898,9.15394325,17.69909452,298.6639144,0.009645253
80_1_0,66.44059247,-16.39942773,-2.214197794,245.8905712,0.007490456
81_1_0,-30.45697088,13.60576732,-47.04109192,263.2896674,0.010462701
81_10_0,75.5936778,-33.52785432,7.333908081,81387.74499,0.042340472
81_10_1,75.5936778,-33.52785432,7.333908081,81387.74499,0.042340472
81_10_2,75.5936778,-33.52785432,7.333908081,81387.74499,0.042340472
81_10_3,75.5936778,-33.52785432,7.333908081,81387.74499,0.042340472
81_10_4,75.5936778,-33.52785432,7.333908081,81387.74499,0.042340472
81_10_5,75.5936778,-33.52785432,7.333908081,81387.74499,0.042340472
81_10_6,75.5936778,-33.52785432,7.333908081,81387.74499,0.042340472
81_10_7,75.5936778,-33.52785432,7.333908081,81387.74499,0.042340472
81_10_8,75.5936778,-33.52785432,7.333908081,81387.74499,0.042340472
81_2_0,-40.45501183,-8.175679046,-28.29109192,101.3633344,0.008971036
81_3_0,110.2297482,-33.88492721,-27.04109192,179.1389747,0.012178421
81_4_0,-67.94962445,-33.88492721,-20.16609192,267.7522042,0.015533432
81_5_0,-59.02280217,-11.03226218,-17.66609192,373.5780753,0.017633945
81_6_0,-48.31061544,-14.96006398,-21.41609192,247.9895415,0.01301299
81_7_0,-131.1515262,63.59597208,72.33390808,410.5533797,0.03213127
81_8_0,-62.23645819,8.606746839,-14.54109192,114.1134394,0.012252584
81_9_0,-75.09108227,15.03405888,-3.291091919,659.1804265,0.018062979
82_1_0,118.3831218,66.91815613,75.14022432,275.6800815,0.011384219
83_1_0,-50.60947782,-10.67385656,29.57078552,303.0940731,0.012334928
83_2_0,-41.41755861,7.00291115,48.32078552,530.5708619,0.03131859
83_3_0,-108.9428113,69.57866883,85.82078552,509.32303,0.010073185
84_1_0,-120.0008133,65.70789164,-46.78017518,433.5538455,0.0254879
84_2_0,117.6983758,73.28905041,-15.38794945,166.4669202,0.02853638
84_3_0,-97.02083125,60.6537858,1.021623087,135.3930951,0.031187326
84_4_0,-102.7658268,63.18083872,24.56579238,666.6075338,0.04798481
84_5_0,-118.9236266,84.11927721,40.97536492,364.7475185,0.021829695
85_1_0,-127.7742465,39.78467404,-30.82046554,322.1007132,0.005711526
85_2_0,-135.5811384,20.75077221,-9.719120884,655.5430009,0.014009059
85_3_0,127.3691757,41.6148569,10.6545912,1640.747765,0.02019009
85_4_0,136.2406438,66.87138048,14.29275407,696.3726688,0.030286461
85_5_0,127.014317,37.95449117,17.93091694,925.4724718,0.022898108
85_6_0,129.8531868,56.988393,28.11777298,869.5207047,0.029916108
85_7_0,134.8212089,82.97698972,28.11777298,571.6153503,0.02755487
86_1_0,-54.03578741,7.549528062,31.95426874,1674.380156,0.001382172
87_1_0,99.55802315,-26.66405535,-5.478935071,171.255978,0.01279138
87_2_0,102.3973456,-12.87617654,14.89211212,5395.841338,0.021832779
87_3_0,105.9464987,-7.21961087,-1.022768499,336.7608225,0.020448625
87_4_0,93.16954759,-32.67415637,27.62401661,168.0609038,0.010713473
88_1_0,-5.493857679,41.10813814,-15.76547682,623.2805186,0.017626256
88_2_0,-6.934192798,36.47480308,-37.70781045,3076.807554,0.017386526
88_3_0,-11.25519815,18.65428361,-23.07958803,858.8027299,0.007667422
89_1_0,-123.985234,58.3400443,73.43627167,171.5442234,0.014158249
89_2_0,130.3781678,46.13947416,66.56127167,263.1256017,0.016707659
89_3_0,134.8147387,58.70975854,86.56127167,1090.775221,0.019226253
89_4_0,127.4204538,69.06175745,86.56127167,172.2276665,0.029732466
89_5_0,139.9907382,74.9771854,85.93627167,208.450152,0.026404947
89_6_0,132.5964532,83.48061308,97.18627167,219.3852419,0.029704034
89_7_0,-117.7000918,57.6006158,104.6862717,1265.053217,0.00811547
89_8_0,132.226739,76.82575664,111.5612717,324.6354826,0.051846117
89_9_0,-117.7000918,67.58290047,114.0612717,310.9666202,0.012399048
9_1_0,-88.9568284,40.04290015,-36.475092,94.92033238,0.020544916
9_2_0,53.24090569,-34.19952422,-20.05291306,560.2290946,0.016982406
9_3_0,-95.74516244,64.43683958,51.54778714,916.6781749,0.021042824
90_1_0,-96.86313417,83.25040864,53.47165019,222.9226069,0.078367054
90_2_0,-105.7681046,87.51525747,50.94159495,247.9053129,0.02301392
91_1_0,-122.9951047,46.63008845,12.34698485,338.456043,0.011888504
91_2_0,-126.596607,87.28665417,51.91960182,369.7302154,0.031213135
91_3_0,-117.9530015,80.9230178,54.64874782,346.1008407,0.06402823
91_4_0,-120.8342033,101.4280683,60.10703981,303.7069627,0.04725367
92_1_0,65.90562905,-18.71120142,11.7140522,283.4725101,0.017397135
92_2_0,68.38202116,-9.159403281,27.9640522,1466.798154,0.04237762
92_3_0,72.98103507,8.882882086,27.9640522,1152.663054,0.023887798
92_4_0,55.64629031,-0.66891605,44.2140522,7481.046044,0.035252035
92_5_0,-98.95133136,62.65596788,87.9640522,102.0000423,0.024600774
93_1_0,-59.38319963,-20.3052066,-5.850649329,94.469415,0.006866485
93_2_0,-82.64239785,5.149338901,22.64797547,222.6255981,0.016622558
94_1_0,-67.14681201,-43.58369815,-29.41704084,121.0285409,0.006065652
94_2_0,-86.46467745,-30.8564254,18.16614378,361.0796249,0.01689671
97_1_0,76.96545672,16.44452554,-13.21958923,248.0996846,0.004662603
97_2_0,84.38969916,18.56573766,11.78041077,106.2391596,0.006195247
97_3_0,-111.1153517,44.72735387,13.65541077,132.4864814,0.012043357
98_1_0,104.8238155,-4.333996643,5.461502075,199.6068667,0.005715191
98_2_0,93.66317624,-14.41457407,15.46150208,141.9282591,0.010795116
98_3_0,-118.3889703,61.18975662,60.46150208,1595.558785,0.014160067
98_4_0,113.1042898,59.74967413,60.46150208,1583.245374,0.01355949
99_1_0,-84.7502458,19.30171806,20.91293562,517.9367942,0.010618895
99_2_0,66.02002808,3.746162474,40.39896449,204.2936533,0.006224543
99_3_0,-60.51294409,15.05929381,59.88499337,356.859106,0.008168072
